fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,alcohol,quality
5.32,0.649,0.46,0.9,0.034,11.5,6
6.93,0.465,0.6,0.9,0.122,13.7,6
8.18,0.194,0.34,0.9,0.148,10.5,7
6.56,0.12,0.26,1.4,0.158,8.6,6
10.95,0.618,0.0,2.3,0.045,9.6,8
11.27,0.598,0.1,2.0,0.018,12.5,8
6.99,0.338,0.03,2.1,0.064,10.1,6
10.18,0.477,0.12,0.9,0.16,9.7,4
11.01,0.392,0.26,10.6,0.046,9.0,6
4.6,0.757,0.27,2.3,0.13,12.0,7
10.09,0.267,0.14,1.3,0.054,10.3,7
8.51,0.57,0.11,1.3,0.02,9.4,5
10.24,0.629,0.51,5.4,0.086,10.7,6
7.0,0.496,0.28,2.9,0.132,8.4,5
5.51,0.563,0.25,0.9,0.121,8.4,4
9.84,0.951,0.25,0.9,0.019,10.1,5
6.68,0.81,0.0,0.9,0.208,9.2,3
9.95,0.752,0.43,9.3,0.067,10.6,6
5.32,0.485,0.43,0.9,0.073,8.8,4
6.16,0.641,0.28,4.7,0.042,9.4,6
8.63,0.793,0.51,2.8,0.012,10.2,6
7.82,0.48,0.41,3.3,0.056,8.6,6
10.93,0.35,0.43,2.8,0.104,11.0,6
5.97,0.639,0.42,12.9,0.189,11.8,6
8.39,0.702,0.01,5.7,0.155,10.4,3
9.88,0.564,0.2,3.5,0.058,9.4,6
9.19,0.513,0.17,12.5,0.097,11.9,6
7.43,0.233,0.42,6.6,0.152,12.4,6
8.88,0.577,0.1,0.9,0.093,12.0,4
8.62,0.549,0.38,1.0,0.012,10.9,8
10.64,0.706,0.14,0.9,0.101,10.5,4
9.61,0.403,0.63,0.9,0.114,11.7,8
6.51,0.791,0.43,15.5,0.115,10.9,5
7.3,0.699,0.31,0.9,0.094,10.3,4
11.11,0.575,0.42,1.4,0.052,9.7,6
7.53,0.58,0.53,15.5,0.132,8.8,5
5.73,0.163,0.62,4.2,0.101,8.4,8
9.07,0.741,0.0,15.5,0.069,8.4,5
9.8,0.608,0.28,2.5,0.096,11.0,6
7.52,0.47,0.16,0.9,0.013,11.8,8
9.28,0.437,0.13,2.7,0.104,9.9,4
10.19,0.671,0.0,1.0,0.027,9.4,5
9.37,0.524,0.26,3.3,0.078,9.0,5
11.93,0.715,0.53,1.1,0.116,11.4,6
9.86,0.63,0.1,12.8,0.06,9.7,6
5.1,0.616,0.19,0.9,0.132,10.7,5
6.97,0.748,0.38,5.8,0.121,11.0,6
6.07,0.465,0.29,1.1,0.122,9.1,6
8.29,0.401,0.08,2.0,0.012,10.8,5
8.21,0.619,0.4,1.8,0.039,11.8,7
10.17,0.621,0.0,2.2,0.05,11.3,6
9.43,0.671,0.42,4.3,0.012,9.1,7
9.05,0.601,0.47,15.1,0.176,12.8,7
8.56,0.648,0.3,3.1,0.083,10.8,6
9.17,0.335,0.01,0.9,0.022,9.6,5
7.91,0.823,0.23,2.6,0.061,10.5,5
7.19,0.322,0.19,3.6,0.124,10.0,5
8.58,0.427,0.18,0.9,0.119,11.1,4
8.98,0.406,0.0,4.1,0.073,9.5,5
9.83,0.63,0.0,2.0,0.124,9.3,4
6.8,0.12,0.43,1.5,0.083,9.3,7
7.69,0.649,0.25,2.8,0.084,10.0,5
9.44,0.832,0.03,2.7,0.053,9.6,5
8.89,0.57,0.22,9.9,0.015,9.1,6
10.66,0.447,0.35,0.9,0.049,10.6,8
9.69,0.661,0.56,4.9,0.087,9.2,7
5.56,0.58,0.32,4.6,0.052,10.9,6
8.62,0.455,0.02,12.4,0.079,10.6,6
7.87,0.779,0.07,4.7,0.073,8.4,5
7.68,0.603,0.0,1.7,0.049,9.8,4
7.92,0.682,0.48,2.1,0.105,10.8,6
9.45,0.652,0.2,0.9,0.122,12.2,5
6.76,0.359,0.54,3.0,0.095,13.5,7
9.22,0.71,0.29,0.9,0.059,9.6,5
10.57,0.676,0.1,3.9,0.056,10.3,5
10.32,0.322,0.42,1.9,0.066,10.9,8
7.9,0.813,0.29,2.2,0.128,11.8,5
7.24,0.366,0.22,4.7,0.15,11.4,6
8.29,0.698,0.14,4.5,0.139,10.5,4
9.23,0.461,0.3,1.3,0.161,10.0,4
7.74,0.524,0.47,0.9,0.132,11.5,6
9.67,0.774,0.29,2.5,0.012,10.0,7
6.78,0.774,0.38,2.8,0.075,12.6,7
10.64,0.568,0.26,0.9,0.077,10.8,6
5.66,0.713,0.32,4.6,0.099,9.4,4
7.57,0.613,0.61,2.5,0.177,13.0,6
10.32,0.745,0.23,0.9,0.074,10.1,7
6.59,0.505,0.2,0.9,0.208,9.0,3
10.5,0.449,0.28,9.9,0.109,9.2,6
7.57,0.637,0.33,0.9,0.121,9.2,5
6.68,0.502,0.59,1.2,0.041,10.4,6
8.34,0.642,0.47,15.5,0.141,12.2,7
9.35,0.525,0.15,4.3,0.045,10.9,7
5.33,0.703,0.23,1.5,0.061,8.4,6
4.9,0.471,0.37,15.5,0.071,10.1,7
5.51,0.482,0.34,4.7,0.114,10.9,5
8.05,0.553,0.25,1.4,0.096,10.3,5
9.33,0.66,0.52,4.7,0.097,10.3,6
8.7,0.284,0.28,1.0,0.059,10.5,8
8.48,0.457,0.04,1.7,0.082,9.5,4
8.03,0.683,0.09,1.7,0.042,10.3,5
9.39,0.525,0.58,0.9,0.121,9.9,7
7.0,0.441,0.14,0.9,0.041,8.7,5
12.27,0.359,0.42,1.6,0.055,11.2,7
11.49,0.387,0.2,0.9,0.072,9.7,5
8.27,0.359,0.05,15.5,0.06,10.7,8
8.08,0.424,0.37,6.0,0.094,10.7,8
8.86,0.12,0.3,0.9,0.13,9.5,6
9.61,0.762,0.34,5.7,0.046,8.5,6
8.06,0.286,0.08,0.9,0.077,10.9,7
8.92,0.814,0.16,1.7,0.144,9.2,4
7.93,0.529,0.12,5.0,0.092,11.3,6
9.51,0.629,0.0,1.6,0.151,10.0,3
6.86,0.582,0.48,15.5,0.067,12.7,6
9.92,0.418,0.44,5.2,0.073,9.2,6
7.11,0.637,0.31,2.0,0.146,12.4,4
7.89,0.24,0.07,7.6,0.06,9.7,6
8.61,0.292,0.3,2.1,0.041,10.3,7
8.08,0.695,0.0,1.7,0.069,10.6,5
7.37,0.92,0.29,1.6,0.132,9.5,4
7.58,0.123,0.28,3.0,0.116,10.8,6
9.06,0.48,0.49,1.4,0.07,10.2,6
6.83,0.424,0.12,1.3,0.095,10.9,6
8.57,0.623,0.54,3.2,0.053,10.2,7
8.84,0.225,0.27,8.6,0.136,10.8,8
6.8,0.268,0.45,6.7,0.078,10.5,7
6.55,0.523,0.1,0.9,0.063,8.4,5
9.7,0.377,0.35,2.1,0.139,9.3,5
7.11,0.511,0.15,3.6,0.132,11.5,6
8.92,0.321,0.27,2.8,0.137,11.0,6
4.6,0.657,0.31,6.2,0.095,10.6,5
9.82,0.12,0.13,1.0,0.118,10.6,6
7.38,0.461,0.51,1.5,0.119,11.9,7
8.12,0.393,0.35,1.2,0.012,10.5,7
10.82,0.666,0.45,2.5,0.092,11.4,7
7.67,0.696,0.33,2.1,0.036,12.1,7
6.07,0.38,0.09,1.3,0.11,8.4,5
9.28,0.366,0.03,2.1,0.071,10.7,5
11.07,0.54,0.66,1.3,0.056,11.0,6
10.23,0.719,0.04,0.9,0.042,9.2,4
7.72,0.544,0.05,1.7,0.094,11.5,5
10.16,0.353,0.0,1.4,0.066,10.5,5
7.92,0.526,0.43,1.3,0.087,9.3,5
8.69,0.46,0.31,1.0,0.128,11.5,6
10.63,0.136,0.41,0.9,0.097,10.6,7
7.37,0.317,0.33,1.5,0.195,11.2,6
6.45,0.758,0.14,2.0,0.013,11.0,6
6.2,0.546,0.85,0.9,0.019,10.3,6
12.7,0.771,0.4,5.0,0.05,8.7,6
10.2,0.751,0.52,1.2,0.187,9.8,6
4.6,0.359,0.17,5.1,0.129,10.9,5
10.76,0.795,0.35,0.9,0.096,11.5,6
7.68,0.592,0.21,4.0,0.18,12.5,5
7.11,0.775,0.71,13.1,0.167,9.9,4
6.74,0.408,0.13,1.5,0.106,11.0,4
4.6,0.455,0.21,12.6,0.071,10.8,6
9.03,0.65,0.08,0.9,0.047,9.7,5
9.56,0.738,0.36,1.9,0.08,10.2,5
8.02,0.12,0.26,0.9,0.161,13.5,6
9.21,0.761,0.28,8.5,0.063,10.8,6
5.08,0.541,0.21,1.3,0.066,9.5,4
6.79,0.497,0.11,2.3,0.065,10.4,7
8.23,0.777,0.21,0.9,0.026,9.6,5
6.72,0.28,0.28,5.2,0.059,10.1,7
7.39,0.26,0.14,3.8,0.12,9.4,5
12.56,0.296,0.52,2.1,0.061,9.3,7
7.38,0.616,0.4,3.4,0.144,11.9,5
9.81,0.653,0.17,2.7,0.071,9.8,5
7.37,0.469,0.24,2.9,0.101,11.2,6
11.77,0.353,0.27,3.3,0.065,9.8,7
4.6,0.542,0.52,4.9,0.067,10.5,9
8.57,0.784,0.0,1.1,0.11,10.1,4
7.58,0.591,0.16,3.2,0.098,9.9,5
7.54,0.609,0.39,2.2,0.031,9.0,7
7.88,0.387,0.36,0.9,0.012,10.8,7
7.72,0.343,0.43,1.4,0.013,10.0,7
9.34,0.566,0.5,1.3,0.173,9.5,4
8.92,0.776,0.17,1.3,0.088,9.7,4
7.94,0.366,0.08,2.4,0.135,10.9,6
9.31,0.569,0.46,4.1,0.024,9.6,7
9.48,0.431,0.23,0.9,0.193,10.8,4
8.03,0.476,0.41,0.9,0.142,9.7,5
11.81,0.12,0.15,1.1,0.075,10.0,7
9.68,0.364,0.04,5.9,0.012,10.6,9
10.09,0.4,0.01,1.0,0.059,10.6,6
8.79,0.424,0.34,8.9,0.013,11.5,9
8.23,0.422,0.42,9.3,0.08,10.9,7
5.66,0.336,0.63,2.6,0.058,8.4,6
9.26,0.204,0.01,0.9,0.013,10.0,5
7.65,0.493,0.26,0.9,0.012,11.0,7
8.01,0.613,0.35,6.6,0.024,10.2,8
9.48,0.323,0.67,1.5,0.012,10.0,7
10.31,0.182,0.25,0.9,0.139,10.4,6
7.65,0.582,0.23,1.3,0.117,9.3,5
4.6,0.507,0.57,4.2,0.098,9.0,4
9.9,0.438,0.46,1.8,0.048,12.7,7
10.32,0.179,0.46,6.9,0.118,10.5,7
9.44,0.319,0.43,0.9,0.132,9.7,6
7.1,0.619,0.27,1.6,0.056,11.9,7
7.94,0.617,0.28,15.5,0.068,10.0,5
8.44,0.517,0.31,1.5,0.14,11.3,6
9.45,0.365,0.43,14.1,0.012,10.7,9
7.53,0.758,0.53,1.3,0.061,12.0,7
7.43,0.612,0.38,1.3,0.133,9.8,5
10.75,0.676,0.37,0.9,0.06,10.8,7
9.4,0.836,0.18,15.5,0.145,10.6,5
9.22,0.801,0.22,13.6,0.066,10.0,7
9.99,0.71,0.31,4.1,0.163,9.9,5
10.69,0.531,0.44,0.9,0.037,9.5,6
8.55,0.22,0.13,0.9,0.039,11.8,7
9.36,0.251,0.35,2.0,0.149,11.7,5
6.71,0.369,0.24,1.3,0.012,11.0,6
9.15,0.447,0.54,1.3,0.02,9.1,7
7.72,0.525,0.26,0.9,0.075,8.9,7
8.72,0.611,0.4,1.9,0.132,11.5,6
9.83,0.812,0.51,2.7,0.104,11.0,5
4.6,0.525,0.54,4.1,0.078,10.8,6
9.55,0.683,0.14,2.2,0.056,10.5,5
6.25,0.269,0.27,0.9,0.098,12.7,7
7.38,0.566,0.38,4.7,0.128,9.7,4
8.66,0.549,0.27,2.0,0.11,12.0,6
5.0,0.371,0.5,10.4,0.103,11.1,7
9.6,0.422,0.2,0.9,0.072,8.8,5
10.87,0.513,0.31,8.2,0.046,10.1,8
9.46,0.42,0.25,0.9,0.11,10.3,5
9.68,0.491,0.36,1.1,0.117,11.4,7
7.07,0.812,0.02,0.9,0.127,9.8,5
6.83,0.771,0.2,1.2,0.081,10.6,4
6.57,0.779,0.4,4.0,0.075,9.5,5
6.21,0.225,0.35,5.8,0.131,10.7,7
9.46,0.684,0.46,5.8,0.065,9.4,8
8.52,0.498,0.15,15.5,0.143,11.1,7
8.89,0.458,0.21,1.1,0.116,9.8,6
10.51,0.536,0.42,4.4,0.1,11.6,8
7.47,0.417,0.33,12.1,0.072,10.2,5
7.92,0.514,0.21,2.8,0.126,12.6,5
7.91,0.54,0.18,6.4,0.192,8.9,5
8.47,0.48,0.04,15.5,0.048,10.9,7
9.41,0.74,0.57,5.3,0.085,10.6,6
6.9,0.514,0.0,0.9,0.09,10.6,5
4.72,0.809,0.0,2.4,0.062,9.6,3
5.71,0.588,0.48,1.9,0.089,11.9,6
8.57,0.389,0.65,0.9,0.158,10.5,5
6.89,0.588,0.58,0.9,0.143,12.0,4
8.16,0.576,0.35,8.3,0.083,12.1,7
10.63,0.402,0.37,4.6,0.035,11.5,8
11.65,0.578,0.4,4.8,0.165,10.5,5
12.81,0.252,0.17,3.2,0.111,10.5,7
11.36,0.586,0.25,2.4,0.101,10.8,5
7.71,0.31,0.32,1.0,0.088,12.2,6
5.82,0.12,0.32,15.5,0.083,11.0,5
10.51,0.265,0.53,2.7,0.123,9.6,6
8.5,0.61,0.0,0.9,0.092,9.1,4
8.26,0.786,0.49,1.3,0.109,10.2,5
5.81,0.647,0.38,1.9,0.012,12.0,6
7.37,0.759,0.1,2.1,0.097,9.2,5
10.71,0.547,0.32,8.4,0.063,12.2,7
5.47,0.218,0.31,1.9,0.133,10.7,6
7.81,0.691,0.27,2.7,0.111,9.7,5
7.71,0.621,0.15,6.8,0.166,9.7,5
8.59,0.438,0.0,6.9,0.012,8.8,5
6.23,0.12,0.56,0.9,0.055,11.4,9
9.95,0.429,0.31,5.5,0.042,9.1,6
7.7,0.812,0.53,5.3,0.064,10.7,5
9.57,0.587,0.45,15.5,0.083,10.2,9
6.47,0.392,0.11,2.2,0.094,8.4,7
7.72,0.762,0.27,3.7,0.012,10.5,6
8.41,0.507,0.1,3.9,0.185,9.4,5
6.61,0.569,0.35,2.9,0.1,11.1,5
7.52,0.604,0.52,0.9,0.096,13.3,6
6.36,0.27,0.21,0.9,0.141,10.4,5
7.08,0.763,0.0,1.5,0.072,9.8,5
9.55,0.39,0.38,0.9,0.111,11.1,6
7.13,0.54,0.3,2.0,0.145,11.2,5
6.15,0.269,0.41,0.9,0.102,9.8,5
7.24,0.603,0.4,0.9,0.125,10.0,4
7.14,0.88,0.17,0.9,0.083,11.1,7
6.56,0.474,0.04,2.1,0.102,9.8,5
7.5,0.612,0.38,5.0,0.022,11.0,6
9.0,0.488,0.0,3.3,0.052,12.1,6
9.97,0.295,0.5,0.9,0.082,10.9,6
7.11,0.413,0.13,15.5,0.162,10.9,6
6.14,0.654,0.0,1.0,0.168,11.9,3
4.75,0.675,0.06,4.0,0.155,9.1,4
7.14,0.591,0.09,1.7,0.03,8.4,3
6.62,0.551,0.74,6.9,0.042,9.6,8
10.12,0.603,0.14,1.4,0.012,9.7,5
10.38,0.487,0.42,12.2,0.033,10.0,7
7.0,0.473,0.3,2.3,0.053,8.7,6
9.99,0.393,0.2,0.9,0.068,9.6,7
7.23,0.865,0.48,2.6,0.156,12.4,4
7.53,0.59,0.1,4.6,0.076,10.7,6
4.71,0.475,0.0,1.7,0.191,10.3,4
6.58,0.404,0.16,3.1,0.026,10.8,7
6.58,0.264,0.44,7.6,0.079,10.9,7
7.4,0.578,0.36,0.9,0.121,9.6,5
10.55,0.506,0.34,1.0,0.066,9.6,5
8.2,0.73,0.53,5.6,0.079,11.1,7
7.46,0.685,0.4,0.9,0.049,9.3,5
10.05,0.651,0.0,1.0,0.109,9.6,5
10.69,0.6,0.2,2.3,0.081,9.6,5
9.92,0.509,0.15,8.7,0.112,11.8,6
8.08,0.779,0.29,3.8,0.012,10.4,7
7.98,0.732,0.19,1.1,0.079,10.5,6
6.37,0.863,0.53,0.9,0.121,9.8,4
7.66,0.612,0.12,2.3,0.093,11.8,7
9.07,0.681,0.56,2.4,0.047,8.9,6
9.44,0.423,0.1,1.9,0.089,11.0,6
8.39,0.445,0.23,3.2,0.116,9.6,5
8.58,0.656,0.49,1.8,0.031,10.5,7
9.89,0.565,0.57,4.7,0.147,11.3,6
6.52,0.46,0.24,1.1,0.056,9.5,6
8.74,0.581,0.44,15.5,0.134,11.1,6
7.39,0.243,0.36,0.9,0.145,10.4,5
9.96,0.525,0.29,0.9,0.135,9.4,4
7.53,0.404,0.33,7.5,0.098,11.5,6
4.6,0.591,0.39,9.7,0.079,9.5,6
6.72,0.243,0.0,1.9,0.08,9.2,5
5.68,0.838,0.0,1.9,0.1,12.1,5
8.0,0.405,0.21,4.8,0.088,9.8,6
10.23,0.471,0.12,8.4,0.082,8.6,7
10.0,0.516,0.05,9.9,0.075,11.2,6
7.04,0.574,0.31,1.0,0.027,11.5,8
9.03,0.535,0.47,1.4,0.043,10.5,6
8.52,0.654,0.0,4.5,0.028,10.2,7
8.38,0.559,0.23,2.5,0.036,10.1,7
6.95,0.68,0.18,2.0,0.039,8.4,4
8.26,0.525,0.45,0.9,0.115,10.6,6
5.03,0.481,0.45,10.1,0.118,11.5,6
7.36,0.608,0.26,1.1,0.08,9.7,6
13.79,0.521,0.18,0.9,0.074,9.4,5
9.44,0.524,0.61,1.5,0.148,9.2,5
9.18,0.613,0.16,1.2,0.115,9.2,4
5.62,0.627,0.35,3.9,0.059,9.2,6
9.11,0.219,0.38,1.1,0.109,11.1,7
8.11,0.727,0.14,1.0,0.105,9.5,4
7.73,0.712,0.5,8.6,0.104,9.0,5
6.4,0.583,0.21,0.9,0.083,9.3,5
7.48,0.256,0.35,2.4,0.081,10.5,8
8.18,0.392,0.25,0.9,0.103,11.8,6
9.72,0.38,0.01,1.4,0.12,12.3,6
10.46,0.669,0.0,0.9,0.147,12.1,4
6.34,0.497,0.35,2.3,0.111,9.0,6
9.91,0.783,0.72,0.9,0.092,12.4,6
8.28,0.7,0.0,3.0,0.117,11.7,6
8.82,0.482,0.02,0.9,0.135,10.8,6
9.47,0.615,0.36,0.9,0.05,8.7,4
7.68,0.357,0.18,0.9,0.037,11.7,6
8.72,0.642,0.19,2.4,0.148,10.1,5
10.61,0.388,0.35,6.3,0.035,9.4,7
8.12,0.256,0.21,0.9,0.157,10.5,4
10.11,0.453,0.42,11.3,0.102,10.7,6
10.9,0.303,0.0,14.6,0.08,9.7,7
8.78,0.692,0.18,2.6,0.12,9.2,5
7.96,0.704,0.0,10.7,0.056,11.9,5
7.56,0.768,0.35,0.9,0.042,11.7,4
5.92,0.637,0.0,2.0,0.176,9.8,4
6.28,0.657,0.0,3.6,0.103,12.4,7
8.36,0.537,0.13,1.8,0.154,10.4,5
8.47,0.337,0.0,0.9,0.012,10.9,7
7.93,0.81,0.2,12.5,0.012,10.7,7
7.15,0.51,0.1,1.8,0.012,8.4,5
12.54,0.778,0.39,0.9,0.012,8.4,6
10.12,0.644,0.18,0.9,0.114,9.5,5
9.14,0.469,0.0,1.3,0.07,8.4,6
6.19,0.612,0.22,3.8,0.108,9.6,5
7.25,0.53,0.17,15.5,0.102,10.1,6
7.9,0.854,0.15,2.1,0.083,10.4,5
8.34,0.317,0.18,8.4,0.017,9.6,8
6.73,0.454,0.18,2.5,0.123,10.3,6
10.33,0.614,0.31,1.2,0.122,11.0,5
9.1,0.481,0.2,3.2,0.035,10.6,6
8.53,0.615,0.2,2.4,0.05,11.1,6
9.11,0.509,0.41,1.3,0.112,8.4,6
7.99,0.731,0.14,0.9,0.075,10.9,6
7.65,0.496,0.04,6.0,0.109,11.3,5
6.42,0.572,0.31,2.8,0.06,8.5,5
11.51,0.562,0.0,15.5,0.134,10.5,6
10.53,0.653,0.0,0.9,0.037,9.2,5
8.21,0.635,0.77,1.7,0.06,10.7,7
7.86,0.458,0.42,9.1,0.247,12.4,5
9.69,0.282,0.0,1.6,0.14,10.5,5
7.93,0.186,0.34,15.3,0.072,11.0,7
10.7,0.428,0.08,3.3,0.041,9.4,8
9.38,0.602,0.19,0.9,0.062,10.7,5
10.07,0.774,0.32,8.5,0.095,10.1,5
5.38,0.572,0.51,0.9,0.043,10.3,5
10.24,0.559,0.16,2.1,0.138,11.6,5
7.38,0.313,0.3,0.9,0.092,9.7,6
7.83,0.396,0.49,1.2,0.039,10.7,6
10.27,0.567,0.35,2.1,0.028,11.1,7
9.27,0.414,0.61,5.8,0.04,12.4,8
7.12,0.608,0.37,8.2,0.064,12.1,6
8.11,0.394,0.24,1.9,0.101,9.8,6
9.23,0.289,0.35,0.9,0.161,10.7,5
11.25,0.39,0.03,0.9,0.07,12.9,9
9.21,0.579,0.15,0.9,0.039,10.0,5
8.36,0.739,0.35,0.9,0.079,9.3,5
9.54,0.479,0.12,0.9,0.076,8.4,5
8.65,0.485,0.15,13.6,0.184,11.3,6
8.65,0.493,0.24,0.9,0.054,11.9,6
6.22,0.591,0.28,1.4,0.17,9.8,3
7.81,0.475,0.53,1.2,0.038,11.7,7
9.6,0.732,0.0,1.4,0.044,11.8,5
8.16,0.323,0.2,1.2,0.062,10.3,6
9.36,0.474,0.31,0.9,0.151,11.5,6
7.47,0.442,0.61,4.2,0.083,9.8,6
9.85,0.403,0.2,4.8,0.108,11.1,5
7.75,0.469,0.03,0.9,0.068,11.2,7
9.06,0.534,0.21,8.4,0.148,12.0,5
10.05,0.672,0.15,7.8,0.057,9.8,8
7.47,0.651,0.08,1.2,0.059,11.4,6
4.62,0.626,0.13,6.1,0.073,10.3,6
8.21,0.723,0.0,0.9,0.065,11.5,4
8.03,0.541,0.23,0.9,0.049,9.8,5
5.48,0.336,0.46,0.9,0.17,9.0,4
9.92,0.47,0.15,2.6,0.097,9.3,5
9.46,0.774,0.38,0.9,0.16,11.9,5
6.16,0.613,0.34,13.2,0.012,11.6,7
9.54,0.692,0.4,0.9,0.116,9.8,6
6.52,0.504,0.0,4.6,0.121,10.0,4
8.87,0.251,0.29,6.5,0.199,9.2,5
6.42,0.558,0.38,9.3,0.015,8.6,6
7.51,0.589,0.0,5.7,0.079,9.1,5
6.78,0.621,0.27,1.5,0.105,10.4,4
8.76,0.483,0.18,8.4,0.172,10.7,5
8.98,0.719,0.26,0.9,0.186,10.5,4
9.6,0.211,0.2,1.3,0.039,9.1,5
8.36,0.34,0.2,0.9,0.151,10.6,3
10.04,0.506,0.47,15.5,0.047,10.0,6
9.03,0.352,0.04,0.9,0.079,10.3,5
5.83,0.762,0.24,0.9,0.012,10.9,7
6.36,0.556,0.33,1.6,0.041,12.8,7
10.18,0.237,0.22,2.4,0.079,9.4,6
9.91,0.12,0.15,0.9,0.141,12.2,5
6.94,0.595,0.0,3.4,0.059,10.4,6
9.68,0.549,0.22,0.9,0.039,12.1,6
8.14,0.504,0.23,2.5,0.033,10.6,7
9.19,0.574,0.54,5.3,0.122,10.1,5
6.23,0.587,0.36,1.4,0.035,10.3,6
7.62,0.704,0.41,2.7,0.025,10.9,6
10.02,0.557,0.2,0.9,0.068,12.0,7
9.98,0.329,0.0,0.9,0.021,8.8,6
8.08,0.584,0.5,15.5,0.035,11.4,6
10.86,0.889,0.17,1.3,0.059,11.6,4
9.27,0.262,0.36,0.9,0.121,10.3,6
6.34,0.749,0.75,6.7,0.096,10.6,6
8.48,0.672,0.34,1.6,0.059,11.5,6
5.55,0.372,0.16,3.1,0.054,10.9,6
10.24,0.798,0.24,15.5,0.068,10.2,6
8.63,0.479,0.2,1.0,0.1,11.2,5
9.75,0.429,0.52,8.1,0.102,9.4,8
7.94,0.782,0.3,0.9,0.013,10.5,7
8.05,0.369,0.13,3.1,0.127,10.0,4
7.95,0.751,0.0,0.9,0.057,9.9,5
8.8,0.608,0.12,0.9,0.078,10.0,6
11.54,0.678,0.22,1.0,0.076,8.5,4
9.75,0.53,0.01,2.2,0.117,8.9,4
6.94,0.601,0.37,0.9,0.087,12.2,6
8.07,0.499,0.27,5.6,0.126,9.2,3
8.2,0.823,0.4,3.4,0.101,10.5,6
7.51,0.211,0.37,1.2,0.012,9.1,6
8.46,0.228,0.45,1.0,0.04,9.4,6
10.49,0.596,0.01,15.5,0.086,8.8,6
7.52,0.596,0.23,9.1,0.072,12.1,7
10.35,0.573,0.06,1.4,0.19,11.5,4
11.19,0.179,0.37,2.3,0.029,11.5,8
8.3,0.48,0.36,2.5,0.132,10.5,6
9.94,0.286,0.16,2.6,0.095,11.7,7
7.93,0.658,0.0,15.5,0.124,9.8,5
7.76,0.867,0.24,2.7,0.135,11.8,5
8.83,0.713,0.57,0.9,0.105,10.2,5
7.71,0.442,0.33,1.1,0.107,8.5,5
12.21,0.602,0.42,0.9,0.066,9.4,4
6.19,0.533,0.0,1.7,0.082,10.8,5
8.21,0.349,0.16,2.6,0.119,9.7,7
8.66,0.12,0.39,2.3,0.096,9.5,5
4.6,0.428,0.56,4.1,0.038,9.4,7
10.42,0.51,0.34,0.9,0.15,9.8,4
9.29,0.754,0.0,0.9,0.135,10.9,4
5.86,0.436,0.29,0.9,0.052,9.2,5
4.6,0.752,0.24,0.9,0.132,8.9,3
8.78,0.903,0.06,0.9,0.096,9.5,5
7.51,0.567,0.25,5.0,0.099,10.0,6
9.34,0.287,0.4,3.6,0.066,9.5,8
7.3,0.844,0.17,7.4,0.012,11.3,7
9.19,0.752,0.37,1.9,0.04,8.4,5
7.12,0.835,0.2,15.5,0.114,8.6,5
6.4,0.603,0.61,2.4,0.108,10.4,6
7.3,0.21,0.24,2.4,0.07,11.2,6
7.8,0.572,0.01,0.9,0.012,11.3,6
6.67,0.321,0.11,3.7,0.012,13.5,7
6.68,0.518,0.56,0.9,0.051,12.7,7
12.45,0.533,0.33,12.4,0.095,10.0,7
10.27,0.518,0.1,2.9,0.027,9.9,5
10.6,0.35,0.06,2.5,0.095,12.5,6
6.64,0.567,0.63,1.1,0.087,11.5,6
6.57,0.139,0.07,3.3,0.156,10.3,5
8.66,0.236,0.39,6.0,0.137,10.2,7
8.16,0.665,0.14,2.6,0.126,10.6,5
10.03,0.592,0.39,8.1,0.113,9.1,6
9.0,0.419,0.27,0.9,0.036,9.3,6
9.75,0.496,0.0,5.4,0.031,9.1,7
8.41,0.12,0.33,0.9,0.151,9.5,6
7.47,0.471,0.16,10.8,0.175,10.5,6
6.32,0.569,0.48,2.1,0.073,10.8,7
8.89,0.429,0.26,0.9,0.092,9.0,5
6.31,0.331,0.76,2.2,0.022,9.6,8
8.16,0.65,0.45,0.9,0.012,11.4,7
7.17,0.513,0.28,15.4,0.033,10.4,6
9.62,0.554,0.73,0.9,0.107,9.7,5
7.59,0.495,0.4,1.0,0.136,9.6,4
9.74,0.749,0.3,0.9,0.084,11.3,6
7.24,0.448,0.21,3.0,0.126,8.4,5
8.79,0.236,0.16,4.0,0.084,12.8,8
7.14,0.44,0.39,4.5,0.128,10.0,7
5.75,0.447,0.0,1.0,0.041,10.5,6
8.08,0.448,0.46,2.9,0.1,10.7,6
7.72,0.393,0.44,15.5,0.06,11.4,7
6.54,0.617,0.37,0.9,0.084,9.3,4
9.6,0.415,0.28,0.9,0.133,10.8,5
8.13,0.599,0.07,1.6,0.07,9.6,5
8.93,0.654,0.22,0.9,0.058,11.0,7
6.39,0.58,0.52,0.9,0.07,10.3,5
10.45,0.255,0.14,0.9,0.115,10.0,5
8.34,0.619,0.28,5.0,0.114,12.3,5
8.43,0.645,0.14,9.0,0.068,9.6,8
6.63,0.613,0.09,1.1,0.085,10.8,7
9.65,0.48,0.0,0.9,0.068,10.6,6
6.73,0.694,0.34,5.8,0.068,10.8,5
7.64,0.672,0.0,3.6,0.023,9.9,4
7.06,0.332,0.36,0.9,0.059,9.3,6
9.44,0.666,0.39,11.8,0.079,8.9,6
4.6,0.28,0.52,3.3,0.102,10.6,5
7.82,0.525,0.0,0.9,0.012,10.1,6
9.79,0.608,0.31,0.9,0.12,11.0,4
