income,credit_score,age,loan_amount,approved
42630,553,47,271852,0
41236,764,40,195325,0
105132,517,50,230072,0
20000,675,38,64045,0
97911,629,31,266640,0
58312,520,53,210338,0
23964,789,25,109715,0
31474,599,52,74281,0
47969,832,53,259475,0
52964,655,26,265638,0
20000,635,37,61619,0
36124,709,40,148376,0
21905,471,56,60904,0
33719,639,56,159332,0
20000,636,51,114040,0
38614,618,41,99597,0
23481,565,37,160558,0
48000,660,57,290253,0
20000,658,63,138766,0
20000,625,45,43198,0
69491,648,31,323049,0
70333,641,47,207065,0
119533,641,56,283618,0
20657,751,27,126890,0
20000,671,57,133641,0
20000,615,18,98899,0
24072,730,36,130875,0
85206,592,42,514801,0
49843,706,45,146412,0
52427,611,37,282950,1
20000,728,18,64853,0
63424,499,21,296736,0
60555,756,48,127512,0
24084,651,41,56084,0
20000,574,33,38363,0
20620,578,23,10000,0
31722,492,45,129853,0
62643,606,53,159920,1
40367,693,40,212474,0
50699,570,26,282397,0
20000,630,28,109621,0
113371,609,37,537546,0
24543,624,33,114607,0
28613,730,39,86672,0
22836,725,48,126451,0
39731,717,40,158743,0
84535,727,24,439316,0
29072,716,27,134425,0
32477,665,33,148408,0
71159,686,46,337602,0
43944,571,44,138552,0
20000,661,38,132843,0
21463,811,55,35998,0
69239,741,53,222116,0
62453,761,30,264604,0
47196,672,41,289895,0
24278,649,51,62183,0
54773,642,47,214222,0
20000,608,33,40873,0
20000,613,44,87062,0
20000,799,26,29657,1
20000,621,41,106757,0
66823,589,25,278868,0
25123,731,40,79839,0
37068,655,35,172323,0
20251,806,18,110802,0
89675,760,18,273436,0
23751,701,65,58771,0
20000,651,39,101481,0
20000,565,22,117427,0
29263,700,47,165624,0
54818,651,45,260307,0
179594,524,24,1000000,0
145876,720,32,812330,0
56963,646,34,283972,0
20000,629,35,10000,0
38159,647,54,105932,0
26799,680,35,153109,0
20000,712,46,72276,0
74048,588,43,182349,0
32617,579,47,98069,0
30664,850,35,186014,0
29142,680,40,118506,0
62208,662,67,273881,0
27028,663,47,111152,0
20000,743,60,79444,0
91635,718,34,255534,0
20000,850,45,97220,0
36806,772,59,48410,1
138966,673,33,423082,0
26842,742,29,121133,1
20000,764,51,60242,1
74152,501,20,255153,0
33602,640,35,140839,0
20000,755,41,128610,0
46546,669,40,136851,0
34820,648,77,80080,0
20185,731,32,53775,0
104277,766,47,536563,0
20000,692,41,98269,0
55097,647,42,281934,0
115609,687,50,560775,0
56005,633,60,221317,0
82453,782,25,273731,0
300000,710,46,1000000,0
33197,581,31,137979,0
24370,536,45,149812,0
20000,642,25,69993,1
31180,537,48,145775,0
32746,708,42,116695,0
24471,682,45,69418,0
75673,647,49,292492,0
35353,629,49,110251,0
30388,705,42,76210,0
20000,784,56,117477,0
27074,670,40,102745,0
51095,696,40,141103,0
20000,850,26,12612,1
56243,704,18,309130,0
138769,701,29,615690,0
24164,761,33,84169,0
20000,687,34,75881,0
24668,850,40,76201,0
43898,744,51,78009,0
71249,564,37,199561,0
51452,637,35,145423,0
48272,628,44,155679,0
109138,778,20,616072,0
124548,599,28,331653,0
41796,652,29,134640,0
45924,583,28,133308,0
35594,654,37,103069,0
138201,612,52,402600,0
28908,803,30,74677,0
20000,671,52,49283,0
35857,811,36,231951,0
54175,661,34,164910,0
44651,736,18,226082,0
20000,538,51,45875,0
20000,674,18,81816,0
37839,531,46,152584,0
31744,590,29,189127,0
20000,704,34,81789,0
22777,770,56,82533,0
20000,691,34,46197,0
25119,720,59,98058,0
20000,547,50,84747,0
21194,557,47,97038,0
70575,606,27,358973,0
185020,776,57,757037,0
31291,610,37,140289,0
20000,521,31,83270,0
30188,763,51,67229,0
20000,681,33,75533,0
56126,742,33,218748,0
32368,600,50,200677,0
33791,599,18,102689,1
20000,666,40,85442,0
42842,610,41,184953,0
28936,458,44,59776,0
23796,609,41,96274,1
44186,593,53,249459,0
58921,508,31,294912,0
25828,635,26,47168,0
124181,572,18,558848,0
20000,635,58,94662,0
34517,634,53,134043,0
40192,655,46,121974,1
20000,574,49,97904,0
24353,722,44,52134,0
75465,678,41,233465,0
35583,629,34,219226,0
39454,642,32,149232,0
20000,735,63,100745,0
28552,782,56,134639,0
20000,617,18,109196,0
21995,713,44,122612,0
20950,611,54,91222,0
139612,706,32,632053,0
30717,619,29,93156,0
45987,503,35,244125,0
26835,739,20,131797,0
50283,741,36,132476,0
20000,719,61,134501,0
20000,685,36,62653,0
48724,785,41,225418,0
22344,825,51,56949,0
60785,632,33,238587,0
20000,734,55,76681,0
21709,725,53,74803,0
124103,797,44,496442,0
191844,661,27,924700,0
32689,563,37,98548,0
26634,638,53,81905,0
57511,728,40,223112,0
40742,651,33,145738,0
20000,560,36,90989,0
52929,758,59,270518,0
26300,560,53,80689,0
50950,639,33,212338,0
85022,625,40,299796,0
21321,686,48,88540,0
20000,665,57,101416,1
49828,725,53,275809,0
98999,760,18,615309,0
79554,678,20,191676,0
20000,690,18,49666,0
20000,802,43,88305,0
44689,641,47,173586,1
26473,697,28,115537,0
68219,594,49,342055,0
24920,750,39,162041,0
101568,672,35,480476,0
20000,802,23,97049,0
32288,717,33,104477,0
20000,601,36,71569,0
20000,664,40,44633,0
175248,807,38,554455,0
62039,850,39,181961,0
90932,746,44,331659,1
20000,475,28,71346,0
51793,737,48,157591,0
162619,813,33,729900,0
43576,716,18,164791,1
85827,850,28,242366,0
110565,652,29,536068,0
27742,708,44,134891,0
66068,482,20,380747,0
91527,672,55,519030,1
34485,603,28,209777,0
20000,641,21,91605,0
58294,784,23,257978,0
20635,717,35,90580,0
35130,718,49,195282,0
33601,692,44,149740,0
25943,676,45,84297,1
68174,733,27,267315,0
30415,674,53,162642,0
75256,734,32,279825,0
20000,661,40,62899,0
65546,723,55,247231,0
20000,684,39,116357,0
28625,694,28,73588,0
30768,542,62,116668,0
131732,521,42,545423,0
20000,731,39,63507,0
23413,695,21,67352,0
46263,659,28,134267,0
33171,598,46,93191,0
63752,722,38,217810,0
20000,611,42,62739,0
94128,630,32,363628,0
24802,623,40,98396,0
30098,573,52,174213,0
34715,746,22,137046,0
215522,668,24,1000000,0
28614,679,40,110675,0
43143,471,31,238016,0
27449,713,46,125539,0
123245,658,48,716407,0
49698,690,50,129656,0
20000,594,36,127525,0
29042,758,42,80242,0
61095,693,36,347209,0
23113,683,43,124143,0
51265,738,44,288561,0
20000,568,40,34049,0
284966,816,35,1000000,0
91502,672,18,398701,0
59566,569,58,201739,0
48032,522,27,193238,0
20000,733,45,76585,0
30724,744,20,124324,0
49503,762,56,119824,0
27695,661,50,107486,0
43826,560,41,132227,0
20000,695,23,119286,0
134722,756,36,369146,0
54240,618,31,229866,0
23819,612,46,105027,0
63168,779,51,240345,0
48969,676,21,93713,0
55471,632,32,250889,0
20000,640,18,10000,0
25932,640,39,140429,0
30630,666,31,130940,0
45934,676,57,254294,0
48319,757,40,105827,0
20000,698,21,93608,0
121237,750,32,690475,0
21352,617,38,91576,0
20000,735,46,58425,0
47558,677,40,255759,0
63123,626,39,156750,0
20000,600,39,81616,0
20000,715,27,55039,0
44238,708,43,117843,1
83087,626,44,466589,0
74123,677,46,357708,0
31315,600,62,187785,0
43081,714,21,181638,0
20000,764,41,59459,0
35245,584,47,149489,0
67436,630,43,363609,0
20000,841,33,81193,0
64356,696,36,378302,0
20000,850,45,44542,0
20000,785,60,69235,0
52153,600,39,193044,0
23403,607,55,152632,1
103518,644,40,441264,0
20000,510,50,114086,0
45113,735,44,225824,0
183100,560,44,432249,1
82497,699,50,409348,0
20491,715,21,40452,0
20000,788,47,33802,1
39476,781,18,130597,0
20000,616,52,97079,0
21291,701,48,97376,0
20000,596,43,84097,0
34843,642,41,143681,0
77426,601,28,264404,0
47424,415,18,168558,0
20000,744,65,101074,0
73037,696,52,141578,1
20000,695,18,141514,0
30731,783,40,87200,0
97436,563,47,486202,0
20000,825,26,10000,1
20000,560,23,111869,0
47325,627,46,244684,0
29552,805,38,140295,0
119482,796,47,226936,0
20243,609,43,91156,0
20000,588,32,116095,0
31716,545,61,154187,0
26852,657,46,150811,0
101209,810,36,609627,0
70575,793,29,289584,0
80096,749,47,409875,0
40099,582,42,144042,0
39766,579,30,213548,0
20000,595,60,24900,0
27460,566,38,88827,0
23471,747,41,63704,0
30401,722,42,106943,0
20000,653,33,108992,0
68275,684,41,317448,0
90875,510,47,482927,0
74023,555,20,282019,0
127274,829,37,292620,0
55791,706,30,289718,0
22865,755,35,123705,0
54894,731,56,262654,0
206569,646,34,670369,0
22328,764,18,122217,0
104858,591,33,338461,0
84237,740,39,460098,0
41448,681,18,102565,0
27621,780,30,170555,0
27156,595,41,80267,0
140393,685,29,863294,0
20000,665,40,94592,0
39864,769,39,108704,0
20000,659,18,36078,0
20000,802,31,58716,0
86949,754,39,466235,0
72172,722,28,272770,0
27744,636,22,43828,0
56267,572,59,124570,0
21632,652,38,94944,0
29232,651,40,60630,0
20000,654,32,69530,0
20000,626,29,36400,1
112909,672,54,272604,0
30434,550,48,193474,0
21792,711,18,86645,0
23331,700,18,117898,0
25749,636,40,60327,0
25439,670,36,73957,1
39404,791,41,141331,0
52368,737,29,133731,0
59947,671,40,230500,0
69970,714,41,103672,0
72720,601,40,214784,0
22134,609,36,54696,0
26813,668,42,146658,0
40446,811,47,232556,0
47670,705,45,220774,0
20000,850,51,80841,0
31767,631,41,173473,0
20000,675,40,73283,0
51602,564,32,268730,0
58721,518,47,285940,0
21073,552,45,73916,0
44000,751,37,196427,0
27764,749,31,154999,0
44412,702,41,126530,0
29924,688,32,58418,0
127956,701,45,727692,0
39919,559,37,153025,0
53339,680,42,187079,0
30292,681,18,132563,0
28579,772,35,128901,0
62005,616,27,174489,0
25486,698,44,122009,0
59191,599,33,272429,0
36746,742,23,168839,0
51110,741,28,246912,0
27311,721,36,104711,1
37460,681,51,26932,1
20000,653,55,107884,0
69577,850,30,326077,0
25930,786,66,104780,0
20000,703,46,20666,0
20000,624,40,34782,0
26143,691,34,151228,0
62108,752,51,191191,0
73852,744,58,335002,0
35660,658,37,147858,0
20000,633,29,112955,0
23879,665,48,52680,0
29232,617,23,72965,0
20000,578,43,87172,0
20000,692,18,24606,0
46597,792,35,233156,0
67612,722,60,376624,0
63307,781,49,262323,0
87775,767,44,311104,0
70382,659,37,158332,0
22693,651,23,32209,0
21407,654,55,115948,0
46275,687,59,127368,0
24333,824,21,54394,0
34843,804,33,196400,0
101398,727,38,452445,0
20000,661,30,40386,0
20000,798,49,87018,0
184143,693,38,873238,0
30634,692,47,140211,0
31908,601,31,164008,0
20000,641,46,10333,1
20000,568,31,10000,1
22478,665,34,140472,0
48533,723,34,206197,0
20000,584,50,65394,0
20000,716,46,16599,0
20000,626,41,52261,0
30560,677,37,141863,1
20000,800,52,90841,0
124579,702,36,619191,0
20000,564,39,69368,0
39019,662,46,226794,0
83100,560,25,449655,0
105385,712,40,467573,0
20000,713,46,80803,0
20000,721,33,113322,0
20000,542,58,81273,0
20000,817,36,126363,0
20000,716,48,35047,0
54467,751,40,182942,0
50241,774,54,176613,1
20000,769,33,113994,0
20000,697,59,72430,0
28129,601,33,132646,0
70692,586,47,233811,0
29553,545,43,92804,0
300000,687,44,1000000,0
23107,680,70,134124,0
79533,660,29,407457,0
32456,696,36,69751,0
124707,645,20,354954,0
25806,635,58,102456,0
35961,680,47,137468,0
136895,689,26,647289,0
20000,737,18,113088,0
170732,740,23,587462,0
58293,694,44,187058,0
50320,657,42,169560,0
20000,543,35,154515,0
20000,686,41,127926,0
50318,697,34,253401,0
80791,710,48,341800,0
20000,761,45,151664,0
20000,609,18,124517,0
30415,709,38,136094,0
112300,529,43,573393,0
20000,642,45,136213,0
20000,803,30,86065,0
41288,647,35,189211,0
77336,709,25,310023,0
20000,640,28,131074,0
20000,681,26,58005,0
20000,663,43,95107,0
39453,582,36,132626,0
20000,720,39,94707,0
140229,586,44,539327,0
20000,679,51,55550,0
183013,798,47,989904,1
43296,677,50,189754,0
85203,672,53,308547,0
24602,552,44,54313,0
49206,786,21,261243,0
25941,694,42,146481,1
126138,850,31,517114,0
65885,549,53,319099,0
47343,669,46,247176,0
66001,686,24,106423,1
36174,728,40,101379,1
51835,632,45,213452,0
28546,580,38,150282,0
25785,697,55,77513,0
20000,656,35,74895,0
20000,789,38,76812,0
29170,716,33,135329,0
49582,690,48,129064,0
169519,684,43,516558,0
71913,746,58,287818,0
20000,773,30,52302,0
76107,624,55,276507,0
20000,693,36,29778,1
79811,604,39,491103,0
23927,743,36,145859,0
23063,684,37,130826,0
57368,679,54,319293,0
33017,678,41,85666,0
67234,541,28,325038,0
20000,585,21,64306,0
30581,678,28,74663,0
28297,786,37,113919,0
20000,747,53,131363,1
45075,678,39,119976,0
20000,549,39,100536,0
54293,600,42,216733,0
300000,678,44,1000000,0
29509,758,18,155713,0
33152,792,46,159548,0
31958,628,58,171516,0
93862,662,55,493634,0
25767,535,34,170210,0
43016,548,18,149401,0
50819,538,42,178175,0
23494,657,43,93501,0
95743,697,50,253283,0
82798,771,45,259777,0
34352,762,50,122415,0
29043,684,51,121928,0
80867,632,18,250681,0
22076,641,25,65705,0
20000,647,42,114712,0
20930,659,38,119578,0
66129,688,58,228096,0
88507,708,48,373678,0
68289,697,47,192904,0
51656,632,27,132776,1
20000,812,31,56734,1
55843,594,24,117184,0
56437,497,37,229518,0
72776,843,35,390426,0
72534,777,30,285392,0
20000,850,69,19962,1
96500,794,47,279276,1
100826,850,58,359246,0
20000,646,46,75945,0
76297,628,53,355214,0
46409,640,44,226704,0
38050,616,32,91339,0
62656,627,34,331620,0
26161,587,25,109017,0
30798,654,41,120409,0
69805,850,49,174348,0
91401,568,38,487792,0
20000,781,49,71113,0
20000,669,18,85431,0
20000,633,54,70447,0
20000,649,49,95287,0
21378,523,39,92324,0
76410,799,45,234622,0
27426,647,31,146460,0
58204,585,18,305267,0
25359,699,19,124212,0
96256,745,34,213970,0
20000,681,45,103097,0
34434,721,30,64944,0
20000,572,38,69786,0
24145,657,27,93896,0
46160,573,47,90586,0
165329,680,23,330391,0
200173,688,63,462350,0
115153,633,40,634719,0
29259,822,51,153208,0
20000,654,40,41370,1
21715,717,34,105729,0
98668,783,32,435623,0
20000,609,19,58547,0
39483,746,52,95736,0
43599,735,63,221683,1
65091,699,65,379123,0
20000,749,24,38846,0
20000,613,40,140580,0
31376,754,24,73792,0
20000,714,45,36892,0
20000,736,55,44905,0
23973,658,28,65959,0
88376,632,36,527242,0
20000,589,43,58591,0
35823,664,44,140490,0
20000,646,62,102605,0
94590,616,20,209846,0
23059,789,28,66164,0
20000,743,41,118190,0
20000,774,29,164437,0
56357,615,54,214751,0
35139,740,61,186271,0
20000,628,19,53566,0
20000,635,41,107091,0
20000,702,44,113263,0
226484,721,48,540633,0
20000,622,18,130992,0
40415,666,57,160719,0
32604,593,41,126368,0
33323,702,33,149550,0
20000,554,47,50722,0
170546,712,43,809172,0
72880,738,33,394250,0
43328,618,58,223071,0
27737,656,43,128542,0
20000,659,44,83475,0
85018,726,24,220422,0
40334,569,28,185492,0
39040,562,37,102317,0
24794,642,55,70241,0
20000,850,41,121232,0
20000,745,41,58563,0
45610,763,44,233302,0
79194,635,39,360057,0
53355,683,51,210553,0
20000,692,36,73711,0
25981,850,38,121090,0
20000,690,52,81785,0
30215,726,18,149311,0
24664,683,62,107380,0
20000,640,66,45568,0
28332,757,25,109161,0
20000,616,33,119101,0
42432,697,34,214894,0
168355,732,44,971564,0
29157,590,37,83958,0
42545,763,53,179489,0
25003,796,38,133273,0
77797,677,34,262642,0
87597,731,25,192732,0
20000,736,45,48950,0
20000,609,42,80337,0
53327,820,67,260926,0
20000,653,18,85732,0
25414,671,48,65296,0
63504,703,60,363221,0
94674,719,30,475229,0
25011,635,46,162846,0
26350,669,36,74413,0
92406,742,67,452829,0
35043,588,60,192554,0
116911,745,53,479152,0
20000,781,18,138058,0
43555,662,36,186957,0
32074,730,33,189680,0
51207,717,60,174116,0
50330,734,47,174981,0
36125,823,40,125235,0
28714,543,55,100263,0
55988,600,45,113598,0
20000,588,18,76936,0
62190,590,23,358494,0
24221,691,56,143191,0
31466,677,41,189375,0
34264,692,33,160973,0
45608,533,38,189270,0
52341,639,45,162106,0
23220,797,46,46941,0
22118,682,40,104969,0
20000,705,48,91470,0
20000,729,32,65393,0
34517,656,48,174327,0
20000,625,34,113831,0
25522,673,33,152757,0
20000,727,33,94962,0
20000,704,44,100271,0
46116,729,18,119226,0
20000,622,43,88960,0
41785,703,50,127141,0
20000,730,48,71645,0
59847,666,39,125080,0
20000,615,30,47873,0
34349,766,36,119228,0
20000,606,41,48039,0
29389,789,46,143567,0
118652,677,40,248051,0
21008,607,37,37931,0
56236,650,43,199573,0
44004,595,18,190121,1
20000,517,46,66628,0
20000,559,32,120979,0
149625,593,48,789676,0
21916,850,23,63545,0
49842,706,41,302368,0
35083,625,28,108804,0
77346,822,28,164502,1
131725,585,37,533700,0
24986,722,63,134022,0
22281,654,45,67987,0
20000,688,26,130115,0
121783,665,51,555578,0
26408,664,53,116817,0
119456,586,41,466075,0
44610,756,61,187772,0
80471,607,36,153642,0
20000,669,26,62048,0
20000,650,30,88009,0
22092,704,32,74522,0
48778,569,49,238424,0
45179,706,53,184973,0
28520,605,36,40097,0
54121,590,59,278463,0
38760,537,59,159275,0
33541,778,37,78950,0
65060,674,34,198076,0
60352,768,37,347223,0
78688,696,18,157970,0
22155,683,33,148014,0
65064,695,41,326566,0
87951,639,42,296955,0
20870,821,53,49981,0
75888,740,55,416144,0
20000,681,48,76989,0
69327,676,32,234129,0
67360,786,43,193797,0
20000,594,21,68670,0
29117,850,43,168880,0
20000,693,49,103191,0
34443,846,28,117375,0
51238,850,28,219445,0
61653,685,37,342352,0
20000,627,39,82375,0
83150,664,31,258658,0
214190,556,23,660995,0
24435,675,23,56473,0
111815,711,30,263263,0
29365,728,35,95764,0
139458,686,41,510886,0
127332,806,45,617188,0
29853,561,41,162610,0
28388,697,50,68642,0
44692,775,29,73016,0
29784,779,34,68336,0
72852,840,45,272393,0
41837,723,61,215457,0
20000,645,45,51106,0
20000,744,56,48612,1
22213,589,32,77741,0
65852,660,49,291924,0
33375,660,45,119217,0
20000,683,25,63881,0
126972,617,57,587635,0
68519,723,48,324886,0
37694,621,57,173402,0
20000,773,28,48692,0
22440,638,33,85728,0
20000,725,55,48570,0
44527,831,43,237612,0
25778,691,51,114654,0
53089,813,41,278086,0
207312,692,61,644097,0
25794,792,45,140726,0
26002,778,39,91133,0
58682,694,28,134793,0
22067,664,37,124900,0
20000,670,44,54305,0
20000,661,38,63561,1
20000,607,42,46609,0
27598,711,58,111767,0
43401,557,54,107752,0
90034,777,32,256614,0
36516,737,36,169751,0
42521,710,22,167331,0
78623,710,35,390307,0
58201,524,52,277841,0
29663,660,35,110701,0
102669,710,60,434614,0
20000,848,38,29158,1
27454,762,26,76104,0
59185,662,33,342259,0
103236,525,24,308983,0
35938,733,39,185150,0
20000,689,18,45961,0
85445,722,49,168302,0
42768,761,54,250523,0
22309,733,44,112012,0
37658,676,41,128819,0
32955,783,38,91075,0
35477,569,37,159076,0
20825,636,34,104921,0
24387,749,28,58412,0
78315,703,26,364097,0
20000,463,42,75267,0
67309,501,43,211193,0
28568,697,28,118613,0
21626,571,30,104012,0
26605,662,29,87482,0
29552,665,28,46043,0
20000,573,30,84538,0
25633,629,27,143157,0
56526,636,43,179580,0
38400,660,44,214206,0
20259,591,18,63306,0
20000,563,51,91405,0
55176,820,29,200274,0
30206,698,18,117455,0
36197,730,49,153698,0
121936,554,40,599876,1
43700,570,42,86372,1
24515,602,43,140081,0
40437,581,46,112484,0
23287,568,38,69863,0
80674,609,46,349683,0
53027,677,53,237822,0
26608,604,44,134847,0
65513,817,36,440730,0
45629,650,36,92269,0
44200,696,27,206843,0
34725,739,37,104103,0
38944,686,49,134167,0
57218,820,25,258183,0
20000,634,46,55610,0
111886,670,28,303865,0
31762,698,41,61113,0
25636,490,39,51509,0
22441,602,44,60565,0
26377,565,45,129487,0
66240,731,51,216260,0
35582,517,31,179354,0
27482,782,56,114511,0
59297,638,18,256477,0
30658,666,58,76523,0
27803,481,37,114267,0
20000,702,65,74177,0
20914,800,49,79842,0
28860,590,51,133586,0
20000,673,41,99608,0
115194,850,38,432901,0
54024,612,47,173428,0
29548,723,24,103213,0
69717,771,40,379928,0
26110,816,52,72578,0
220554,566,30,729116,0
85674,797,54,300915,0
75358,484,59,228523,0
67272,634,18,383015,0
20000,673,29,107292,0
31868,680,42,179996,0
20000,515,38,108945,0
51907,621,25,129048,0
39173,678,36,165464,0
105762,635,51,608786,0
75246,782,55,382116,0
20000,658,54,57831,0
20000,763,28,104709,0
26756,634,46,98474,0
20000,739,51,90308,0
30876,635,45,130003,0
21267,622,50,107900,0
74491,711,45,365976,0
85068,639,34,396207,0
20000,553,31,84076,1
300000,742,51,1000000,0
28794,698,33,164824,0
20000,693,39,56353,0
109332,743,49,521370,0
114233,677,34,631031,0
39603,500,48,131719,0
87786,753,39,329518,0
22259,850,54,81484,0
25526,666,57,90981,0
50495,532,26,271026,0
36195,778,31,140770,0
20000,653,59,29914,1
42140,766,37,95078,0
38781,661,52,93766,0
31249,657,35,89721,0
67806,538,30,286912,0
131118,637,45,653553,0
20000,563,35,102068,0
73830,639,38,275244,0
233644,735,35,589679,0
20000,622,18,68080,0
66754,601,36,322497,0
49671,663,54,269258,0
33282,679,21,145174,0
20000,590,55,96701,0
55026,527,28,279596,0
69229,585,46,210805,0
30380,721,45,176094,0
37366,702,35,222832,0
20000,768,24,53155,0
56788,833,31,203119,0
20000,850,24,90136,0
31270,630,38,137790,0
20000,659,43,107179,0
24519,711,43,43380,0
67373,631,29,341775,0
20000,673,31,59756,0
32946,590,18,175901,0
24959,715,26,71190,0
99621,669,44,486033,0
32471,644,18,170804,0
20000,750,42,48126,0
37025,532,41,226851,0
20000,693,22,78321,0
58465,700,47,217244,0
20000,609,28,95579,0
38730,540,45,181712,0
67186,662,59,239123,0
21280,714,46,139522,0
124089,722,51,350194,0
37541,652,51,82122,0
20000,797,53,94874,0
22424,850,34,130691,0
101060,824,18,299308,0
40186,610,35,116804,0
20000,575,36,76270,0
88247,646,50,317301,0
34203,692,39,172232,0
43983,626,34,143148,0
20000,596,23,87679,0
29522,814,34,186732,0
23778,813,29,88075,0
41931,698,36,223767,0
40672,845,18,231845,0
96745,623,59,369796,0
58694,722,35,182643,0
56005,738,37,305567,0
46287,730,56,215048,0
40155,685,33,209222,0
119395,662,36,426832,0
29957,652,51,81211,0
20000,648,39,62283,0
20000,796,39,83284,0
20000,646,35,105721,0
93452,688,52,301471,0
33239,677,56,87433,0
47154,695,42,284598,0
24792,738,30,103250,0
38054,744,33,110963,0
24962,787,51,65747,0
32019,672,39,132660,0
41407,645,32,73761,1
42256,667,24,130755,0
20000,780,44,108561,0
36069,537,60,55464,1
20000,690,32,25772,0
20000,652,29,44395,0
39823,634,35,240166,0
20000,604,43,86659,0
20000,563,35,81909,0
20000,733,40,101891,0
20000,736,52,73739,0
20000,672,35,74952,0
35292,563,32,67524,0
46505,742,29,180798,0
101163,751,44,352775,0
32633,791,41,181528,0
28129,708,42,95912,0
45426,727,37,141541,0
75223,543,32,264574,0
110390,695,56,233486,0
45273,640,18,159823,0
127079,509,50,353448,0
111170,672,33,638953,0
22310,629,35,119527,0
20000,627,27,113045,0
20000,834,46,54275,0
24297,584,43,105555,0
21610,626,52,63787,0
27228,667,51,159467,0
20000,649,58,122840,0
57546,544,49,213739,0
20943,722,43,108871,0
31075,633,54,169696,0
32934,812,28,184403,0
49421,538,45,193685,0
59008,628,27,138315,0
62663,620,53,230486,0
63329,778,36,270727,0
170144,766,51,864213,0
37679,629,35,179271,0
41237,594,51,83518,0
37971,676,38,211760,0
37512,702,45,157791,0
31327,723,39,147009,0
20581,643,32,54384,0
20000,631,36,38213,0
46280,711,48,145223,0
20000,765,19,51276,0
26089,779,49,84715,1
78410,650,39,487176,0
33308,600,35,104889,0
27887,537,21,173911,0
45467,645,42,202874,0
72869,644,31,186811,1
20000,692,35,63880,0
38852,636,48,184386,0
20000,598,35,104525,0
63750,611,43,275869,0
31971,736,18,201591,0
94070,532,36,448478,0
91784,678,54,212496,1
33479,739,53,102743,0
20000,581,19,129800,0
41201,704,28,157201,0
42124,775,42,103013,0
31066,611,58,52634,0
67251,674,57,228707,0
127723,635,42,524359,0
52247,677,27,294159,0
47772,574,44,270138,0
120140,601,36,499022,0
55088,757,34,261360,0
39400,622,23,128777,0
30008,663,30,98096,0
20000,642,35,74343,0
69559,822,40,200176,0
80587,530,26,439466,0
20000,707,40,10000,1
21544,593,36,65283,0
20000,652,51,52061,0
25801,688,31,144034,0
69244,649,49,207602,0
43302,684,39,129407,0
58185,626,42,232979,0
24260,543,47,108916,0
21312,654,43,23592,0
68622,678,30,380547,0
29940,580,20,103836,0
22886,634,28,53018,0
38801,689,45,126700,0
20000,666,50,93195,0
59015,732,46,227984,0
27607,633,20,158397,0
20000,775,51,113583,0
20000,628,50,76478,0
28962,669,43,101136,0
29874,568,46,78787,0
28914,619,35,87961,0
20000,627,35,101232,0
43544,732,59,178766,0
60080,543,61,329098,0
20000,832,33,100782,0
27199,710,26,184504,0
20000,689,33,30711,0
24280,585,28,52798,0
20000,850,32,33788,0
71977,727,46,194758,0
20000,849,28,10000,0
20000,700,40,88561,0
20000,647,26,100345,0
56749,754,35,193132,0
65727,494,18,155549,0
49590,590,27,168293,0
22504,574,47,115997,0
20000,790,40,94553,0
24117,518,32,112689,0
20000,707,35,112384,0
34580,777,40,225580,0
40028,736,24,80367,0
20000,823,18,106143,0
73379,660,45,207574,0
62727,780,58,228651,0
33109,745,57,196813,0
45536,538,18,130569,0
98572,603,36,534985,0
26514,490,35,123000,0
84948,416,63,282437,0
31604,716,57,128417,0
20000,626,39,66835,0
28930,559,26,57524,0
51227,671,36,140866,0
24147,724,42,63481,0
230440,841,42,1000000,0
80591,713,28,398137,0
83940,850,42,383601,0
237366,691,19,1000000,0
33990,633,41,77846,0
27554,664,33,75183,0
72246,723,46,313070,0
40297,469,40,211774,0
21447,692,30,62154,0
25909,687,45,100375,0
20000,733,40,51101,0
51314,804,50,164586,1
67330,618,76,125390,0
144416,642,38,792323,0
110721,686,32,263751,0
168664,673,32,358512,0
38647,727,57,190794,0
46593,603,44,99509,0
25423,735,43,145756,0
37033,626,34,235124,0
48771,732,35,166131,0
53547,834,24,150141,0
20109,703,42,27191,0
43402,684,32,121111,0
20000,703,38,55112,0
55388,546,53,113274,0
60841,591,45,185831,0
87629,696,49,301329,0
25080,720,31,124208,0
142535,588,56,332970,0
20000,704,29,113869,0
20000,675,35,97414,0
107154,661,42,609687,0
26635,563,40,81755,0
67273,674,66,266869,0
42436,850,64,226638,0
38739,619,24,50654,0
136214,740,32,294580,1
20000,773,39,28343,1
58036,767,44,171133,0
25835,636,34,89100,0
43352,501,30,119195,0
20000,535,38,107082,0
37602,735,20,216299,0
58504,702,26,318828,0
80643,764,25,250055,0
30594,714,42,97448,0
21103,746,30,142425,0
20293,772,29,112116,0
94501,628,31,319259,0
35187,577,37,149731,0
26094,664,27,117960,0
68237,747,57,389133,0
37579,816,33,69914,0
20399,807,47,99989,1
31471,850,38,172344,0
35063,739,49,99060,0
20000,671,18,60459,0
25948,783,26,34970,1
20000,729,34,61224,0
61493,637,55,130741,0
41795,732,41,107355,0
35700,738,22,147293,0
131922,666,22,258435,0
61851,734,49,170035,0
20000,645,46,82214,0
30147,824,35,54092,1
35890,738,18,71974,1
81328,790,49,173679,0
49913,798,46,283165,0
46730,617,45,130861,1
58144,725,19,281538,0
20000,784,52,74851,0
20000,729,41,77521,0
86443,658,42,423828,0
31525,654,32,124533,0
